config_id,label,group,case_id,difficulty,h,a,n_checks,call_arguments,called_tools,error_type,n_configs,n_configs_expected,missing_config_ids
gemma-4-31b,Gemma-4-31B,General-Purpose,st_fiu_021,hard,1,1.0,2,"[{""industry"": ""securities"", ""keyword"": ""trading""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gemma-4-31b,Gemma-4-31B,General-Purpose,st_fiu_022,hard,1,0.5,2,"[{""industry"": ""securities"", ""keyword"": ""non-face-to-face""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gemma-4-31b,Gemma-4-31B,General-Purpose,st_fiu_023,medium,1,0.0,1,"[{""keyword"": ""information""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gemma-4-31b,Gemma-4-31B,General-Purpose,st_fiu_024,hard,1,1.0,2,"[{""industry"": ""banking"", ""keyword"": ""corporate representative""}, {""industry"": ""banking"", ""keyword"": ""corporate personal""}, {""industry"": ""banking"", ""keyword"": ""representative""}]","[""lookup_fiu_reference_types"", ""lookup_fiu_reference_types"", ""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gemma-4-31b,Gemma-4-31B,General-Purpose,st_fiu_025,hard,1,1.0,2,"[{""industry"": ""banking"", ""keyword"": ""cash""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_001,easy,1,1.0,1,"[{""keyword"": ""structuring""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_002,medium,1,0.0,1,"[{""keyword"": ""night"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_003,hard,1,1.0,2,"[{""keyword"": ""non-face-to-"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_004,medium,1,1.0,1,"[{""keyword"": ""virtual asset"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_005,medium,0,0.0,1,[],"[""get_fraud_type_summary""]",wrong_tool,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_006,medium,1,1.0,1,"[{""keyword"": ""dormancy"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_007,hard,1,0.5,2,"[{""keyword"": ""splitting"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_008,medium,1,1.0,1,"[{""keyword"": ""corporate"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_009,easy,1,1.0,1,"[{""keyword"": ""ATM""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_010,medium,1,1.0,1,"[{""keyword"": ""gambling"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_011,medium,1,1.0,1,"[{""keyword"": ""balance certificate""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_012,hard,1,1.0,2,"[{""keyword"": ""balance certificate"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_013,medium,1,0.0,1,"[{""keyword"": ""paper company"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_014,medium,1,0.0,1,"[{""keyword"": ""voucher"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_015,medium,1,0.0,1,"[{""keyword"": ""non-face-to-""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_016,medium,1,1.0,1,"[{""keyword"": ""tax"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_017,hard,1,1.0,2,"[{""keyword"": ""internet banking"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_018,medium,1,1.0,1,"[{""keyword"": ""unknown"", ""industry"": null}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_019,medium,1,1.0,1,"[{""keyword"": ""price difference"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_020,hard,1,0.5,2,"[{""keyword"": ""securities"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_021,hard,1,0.5,2,"[{""keyword"": ""securities"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_022,hard,1,0.5,2,"[{""keyword"": ""securities"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_023,medium,1,0.0,1,"[{""keyword"": ""non-face-to-face"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_024,hard,1,0.5,2,"[{""keyword"": ""corporate"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-nt,gpt-oss-120B (NT),General-Purpose,st_fiu_025,hard,1,0.5,2,"[{""keyword"": ""cash""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_001,easy,1,1.0,1,"[{""keyword"": ""structuring""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_002,medium,1,0.0,1,"[{""keyword"": ""nighttime""}, {""keyword"": ""high value""}]","[""lookup_fiu_reference_types"", ""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_003,hard,1,1.0,2,"[{""keyword"": ""non-face-to-face"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_004,medium,1,1.0,1,"[{""keyword"": ""virtual asset""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_005,medium,0,0.0,1,[],[],no_call,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_006,medium,1,1.0,1,"[{""keyword"": ""dormancy""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_007,hard,1,0.5,2,"[{""keyword"": ""structuring"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_008,medium,1,0.0,1,"[{""keyword"": ""related party"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_009,easy,1,1.0,1,"[{""keyword"": ""ATM""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_010,medium,1,1.0,1,"[{""keyword"": ""gambling""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_011,medium,1,1.0,1,"[{""keyword"": ""balance certificate""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_012,hard,1,1.0,2,"[{""keyword"": ""balance certificate"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_013,medium,1,1.0,1,"[{""keyword"": ""shell"", ""industry"": null}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_014,medium,1,1.0,1,"[{""keyword"": ""prepaid"", ""industry"": null}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_015,medium,1,0.0,1,"[{""keyword"": ""third party"", ""industry"": null}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_016,medium,1,1.0,1,"[{""keyword"": ""tax evasion""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_017,hard,1,0.5,2,"[{""keyword"": ""online"", ""industry"": ""banking""}, {""keyword"": ""non-face-to-"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types"", ""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_018,medium,1,1.0,1,"[{""keyword"": ""unknown""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_019,medium,1,1.0,1,"[{""keyword"": ""price"", ""industry"": null}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_020,hard,1,0.5,2,"[{""keyword"": ""nominee"", ""industry"": ""securities""}, {""keyword"": ""third"", ""industry"": ""securities""}, {""keyword"": ""account"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types"", ""lookup_fiu_reference_types"", ""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_021,hard,1,0.5,2,"[{""keyword"": ""pump"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_022,hard,1,0.5,2,"[{""keyword"": ""non-face-to-face"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_023,medium,1,1.0,1,"[{""keyword"": ""refusal"", ""industry"": null}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_024,hard,1,0.5,2,"[{""keyword"": ""officer"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-120b-t,gpt-oss-120B (T),General-Purpose,st_fiu_025,hard,1,1.0,2,"[{""keyword"": ""cash"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_001,easy,1,1.0,1,"[{""keyword"": ""structuring"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_002,medium,1,0.0,1,"[{""keyword"": ""night"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_003,hard,1,0.5,2,"[{""keyword"": ""non-face-to-face""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_004,medium,1,1.0,1,"[{""keyword"": ""virtual asset""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_005,medium,1,0.0,1,"[{""keyword"": ""third party"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_006,medium,1,1.0,1,"[{""keyword"": ""dormancy""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_007,hard,1,0.0,2,"[{""keyword"": ""structuring""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_008,medium,1,1.0,1,"[{""keyword"": ""corporate"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_009,easy,1,1.0,1,"[{""keyword"": ""ATM"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_010,medium,1,1.0,1,"[{""keyword"": ""gambling"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_011,medium,1,1.0,1,"[{""keyword"": ""balance certificate""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_012,hard,1,1.0,2,"[{""keyword"": ""balance certificate"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_013,medium,1,0.0,1,"[{""keyword"": ""paper company"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_014,medium,1,1.0,1,"[{""keyword"": ""prepaid card"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_015,medium,1,1.0,1,"[{""keyword"": ""minor"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_016,medium,1,1.0,1,"[{""keyword"": ""tax"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_017,hard,1,1.0,2,"[{""keyword"": ""internet banking"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_018,medium,1,1.0,1,"[{""keyword"": ""unknown""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
